zakazka_id,produkt_id,planovane_mnozstvi,datum_zahajeni,datum_ukonceni,stredisko_id,naklady_material,naklady_prace,naklady_rezie,celkove_naklady,stav,vyuziti_kapacity,zmetky
VZ008861,PRD0003,4318,2023-12-31,2024-02-06,STR001,461661.61,157248.17,75942.32,694852.1,Plánováno,1.048,204
VZ008862,PRD0068,3395,2023-03-16,2023-03-31,STR011,62749.31,45161.15,16451.39,124361.85,Zrušeno,0.869,28
VZ008863,PRD0153,3614,2024-04-27,2024-06-10,STR041,386411.91,159525.81,110278.13,656215.85,Dokončeno,0.901,89
VZ008864,PRD0112,3661,2025-03-05,2025-04-08,STR021,295267.85,161730.84,51887.86,508886.55,Plánováno,0.986,130
VZ008865,PRD0097,2727,2024-11-30,2024-12-08,STR011,176953.53,133861.33,72955.75,383770.61,Pozastaveno,0.883,109
VZ008866,PRD0293,1308,2023-10-14,2023-10-27,STR041,267236.08,174174.31,103623.16,545033.55,Dokončeno,0.916,16
VZ008867,PRD0202,1726,2024-04-12,2024-05-01,STR001,208460.89,118950.82,28736.32,356148.03,Dokončeno,0.852,79
VZ008868,PRD0211,4813,2023-09-11,2023-10-23,STR031,395396.48,162011.09,81226.07,638633.64,Dokončeno,0.964,145
VZ008869,PRD0241,343,2023-05-12,2023-05-14,STR011,162413.21,87850.11,56481.35,306744.67,Pozastaveno,0.865,5
VZ008870,PRD0221,1096,2023-03-09,2023-03-14,STR001,420216.64,332715.39,168520.16,921452.19,V výrobě,1.043,26
VZ008871,PRD0207,2395,2024-03-17,2024-03-28,STR031,253058.39,163519.32,29760.94,446338.65,Pozastaveno,0.868,107
VZ008872,PRD0223,31,2024-04-19,2024-05-27,STR031,283603.42,164800.53,62943.31,511347.26,Pozastaveno,0.97,1
VZ008873,PRD0233,4401,2024-01-12,2024-01-27,STR001,482132.94,188220.69,126328.1,796681.73,Dokončeno,0.885,79
VZ008874,PRD0258,1583,2024-04-07,2024-05-14,STR031,35674.14,10679.72,7626.82,53980.68,Plánováno,1.043,52
VZ008875,PRD0157,3075,2023-12-12,2023-12-22,STR041,214144.29,50447.17,57657.11,322248.57,Plánováno,0.877,112
VZ008876,PRD0267,1542,2025-02-27,2025-03-05,STR041,227834.47,169481.04,33617.23,430932.74,V výrobě,0.892,51
VZ008877,PRD0274,4715,2023-06-28,2023-07-03,STR041,362784.04,106712.27,43460.05,512956.36,Dokončeno,1.025,32
VZ008878,PRD0006,2613,2024-04-28,2024-06-12,STR041,499027.33,167072.24,103173.26,769272.83,Dokončeno,0.966,37
VZ008879,PRD0182,139,2023-09-05,2023-09-27,STR031,363289.1,137858.74,56812.24,557960.08,Plánováno,0.853,6
VZ008880,PRD0111,150,2025-01-30,2025-03-15,STR011,363395.1,231904.72,105802.3,701102.12,Dokončeno,1.002,1
VZ008881,PRD0098,3332,2025-01-30,2025-02-03,STR011,233370.54,113269.27,85361.3,432001.11,Plánováno,0.984,103
VZ008882,PRD0062,1796,2024-04-04,2024-05-16,STR001,402203.44,179198.31,117661.34,699063.09,Dokončeno,0.915,14
VZ008883,PRD0258,743,2024-11-08,2024-11-26,STR011,254464.77,52720.8,61637.78,368823.35,Dokončeno,1.037,16
VZ008884,PRD0031,2270,2024-01-04,2024-01-07,STR031,73349.62,40798.47,23784.25,137932.34,Plánováno,0.875,21
VZ008885,PRD0214,1063,2024-06-17,2024-07-24,STR041,58033.66,17509.92,18416.76,93960.34,Dokončeno,0.85,23
VZ008886,PRD0206,2769,2025-06-14,2025-07-24,STR021,170467.41,65101.12,22749.19,258317.72,V výrobě,0.879,92
VZ008887,PRD0117,1635,2024-09-13,2024-10-07,STR041,70149.02,26767.92,21191.0,118107.94,Zrušeno,1.008,25
VZ008888,PRD0139,4214,2024-04-17,2024-05-10,STR031,312352.12,188880.79,34598.33,535831.24,Pozastaveno,0.912,4
VZ008889,PRD0142,2822,2023-03-20,2023-04-12,STR011,242954.01,143710.19,61962.95,448627.15,Pozastaveno,0.873,90
VZ008890,PRD0124,4432,2024-01-10,2024-01-30,STR031,263074.53,120631.25,65118.69,448824.47,Dokončeno,0.912,86
VZ008891,PRD0082,2942,2023-10-16,2023-11-12,STR011,394251.02,214050.45,36816.23,645117.7,Zrušeno,0.919,135
VZ008892,PRD0029,1013,2023-08-16,2023-09-06,STR041,216512.83,150628.84,63244.47,430386.14,Plánováno,0.943,25
VZ008893,PRD0143,3094,2024-06-01,2024-07-06,STR001,142022.79,98884.46,33259.14,274166.39,Pozastaveno,0.852,133
VZ008894,PRD0045,2669,2024-10-10,2024-10-12,STR041,184650.71,105607.25,63847.93,354105.89,V výrobě,1.03,99
VZ008895,PRD0267,1031,2025-05-08,2025-06-03,STR011,215929.83,61929.85,44927.82,322787.5,Dokončeno,1.045,3
VZ008896,PRD0064,2805,2023-01-26,2023-02-13,STR021,317956.74,231324.8,105763.26,655044.8,V výrobě,1.03,28
VZ008897,PRD0082,3285,2023-12-14,2024-01-24,STR011,171583.54,116255.49,18384.15,306223.18,V výrobě,1.022,89
VZ008898,PRD0007,3067,2023-02-16,2023-03-19,STR001,497228.38,270345.46,112738.91,880312.75,Pozastaveno,0.882,111
VZ008899,PRD0262,1674,2023-07-28,2023-08-13,STR041,273246.82,101141.81,29357.1,403745.73,V výrobě,1.036,67
VZ008900,PRD0003,4510,2023-06-21,2023-07-07,STR031,414583.02,269456.22,79707.42,763746.66,V výrobě,0.894,170
VZ008901,PRD0238,1536,2024-02-10,2024-03-09,STR031,172884.54,72138.54,43006.0,288029.08,V výrobě,1.036,60
VZ008902,PRD0262,4660,2025-03-31,2025-04-17,STR021,76980.65,59006.68,18880.54,154867.87,Plánováno,1.013,228
VZ008903,PRD0010,2143,2023-02-24,2023-04-02,STR011,398188.75,200884.46,37274.67,636347.88,Zrušeno,0.914,8
VZ008904,PRD0097,916,2025-02-08,2025-02-21,STR031,386382.95,97078.04,112676.8,596137.79,V výrobě,1.033,16
VZ008905,PRD0075,1498,2024-04-20,2024-05-02,STR001,198093.75,97691.18,43501.08,339286.01,V výrobě,1.018,51
VZ008906,PRD0034,3542,2024-07-06,2024-07-22,STR021,454187.25,114661.4,113183.65,682032.3,Dokončeno,0.885,39
VZ008907,PRD0193,4095,2025-02-14,2025-02-25,STR041,490477.96,101177.72,120604.22,712259.9,Dokončeno,0.972,86
VZ008908,PRD0292,3376,2023-01-04,2023-02-18,STR021,463654.36,171696.89,99456.52,734807.77,V výrobě,0.917,24
VZ008909,PRD0018,1807,2023-07-19,2023-08-04,STR041,486525.91,255592.6,183369.03,925487.54,Zrušeno,1.004,0
VZ008910,PRD0239,69,2023-12-06,2023-12-12,STR011,20143.81,6233.56,2617.03,28994.4,Dokončeno,0.926,2
VZ008911,PRD0201,1641,2024-01-22,2024-01-23,STR011,140379.36,60507.1,45645.83,246532.29,Dokončeno,0.861,20
VZ008912,PRD0232,4334,2024-03-01,2024-04-14,STR011,292517.32,125021.95,78308.22,495847.49,V výrobě,1.032,56
VZ008913,PRD0202,888,2024-10-24,2024-12-05,STR011,19626.22,15684.4,6718.93,42029.55,Dokončeno,0.93,15
VZ008914,PRD0291,1525,2023-07-09,2023-08-10,STR041,442552.6,295334.47,107154.02,845041.09,Dokončeno,0.91,15
VZ008915,PRD0297,1881,2023-01-31,2023-02-26,STR021,229997.69,181463.33,40664.88,452125.9,Dokončeno,1.037,22
VZ008916,PRD0232,1539,2023-12-25,2024-01-02,STR001,147441.53,31935.1,18827.02,198203.65,Pozastaveno,1.038,68
VZ008917,PRD0228,399,2023-06-04,2023-06-17,STR041,442106.38,173500.81,38312.87,653920.06,Dokončeno,0.977,7
VZ008918,PRD0075,3232,2024-09-18,2024-09-25,STR031,360381.58,101703.92,30526.91,492612.41,Dokončeno,1.046,142
VZ008919,PRD0079,2983,2024-05-22,2024-07-03,STR041,194426.87,138022.13,77034.09,409483.09,V výrobě,0.852,63
VZ008920,PRD0234,1165,2024-01-20,2024-02-08,STR021,399607.58,141496.26,31476.71,572580.55,V výrobě,1.045,2
VZ008921,PRD0099,1514,2024-07-17,2024-08-27,STR001,288717.87,180919.32,54832.72,524469.91,Zrušeno,1.044,17
VZ008922,PRD0221,3978,2023-08-01,2023-09-15,STR041,355034.82,259014.84,141351.46,755401.12,Plánováno,0.969,171
VZ008923,PRD0289,717,2024-11-20,2024-12-12,STR031,372031.66,265547.65,47523.47,685102.78,Dokončeno,0.992,10
VZ008924,PRD0126,3445,2024-07-05,2024-07-22,STR011,265013.44,62828.69,62537.06,390379.19,V výrobě,0.933,11
VZ008925,PRD0199,4289,2025-06-17,2025-06-20,STR001,13126.07,4583.44,2461.38,20170.89,Dokončeno,1.049,82
VZ008926,PRD0191,2822,2024-09-17,2024-10-26,STR021,179359.34,90768.27,22591.03,292718.64,Zrušeno,0.992,117
VZ008927,PRD0251,2574,2023-02-09,2023-03-26,STR011,205129.07,144248.04,59237.74,408614.85,Plánováno,0.891,18
VZ008928,PRD0038,1431,2024-12-25,2025-01-09,STR031,406916.51,236717.81,69235.64,712869.96,Dokončeno,0.936,53
VZ008929,PRD0026,546,2024-03-29,2024-04-01,STR021,169801.44,36829.74,23352.41,229983.59,Zrušeno,0.9,20
VZ008930,PRD0179,3016,2023-11-18,2023-12-21,STR001,391582.93,114792.31,30932.57,537307.81,Dokončeno,1.031,6
VZ008931,PRD0077,1995,2023-01-06,2023-02-16,STR041,396214.28,109321.0,98847.44,604382.72,Pozastaveno,0.904,70
VZ008932,PRD0106,658,2023-07-04,2023-07-18,STR031,396171.28,296553.03,83751.77,776476.08,Zrušeno,0.857,28
VZ008933,PRD0243,783,2024-07-31,2024-09-12,STR031,465383.84,134983.16,103350.54,703717.54,Pozastaveno,0.87,32
VZ008934,PRD0170,298,2024-05-23,2024-06-04,STR041,296824.91,192609.91,41549.58,530984.4,V výrobě,1.016,13
VZ008935,PRD0081,4729,2023-11-18,2023-12-21,STR031,196741.73,152770.0,41454.07,390965.8,Pozastaveno,1.034,144
VZ008936,PRD0116,3335,2024-02-07,2024-03-23,STR001,61185.58,36498.26,18912.36,116596.2,Zrušeno,0.854,112
VZ008937,PRD0152,2337,2023-05-16,2023-06-03,STR001,79994.98,30699.43,21654.81,132349.22,Dokončeno,0.877,5
VZ008938,PRD0119,4158,2024-10-06,2024-10-28,STR041,143335.09,53299.96,36194.07,232829.12,Dokončeno,0.916,147
VZ008939,PRD0096,1753,2023-12-18,2024-01-08,STR041,364674.79,114354.4,99909.22,578938.41,Dokončeno,0.883,79
VZ008940,PRD0006,2481,2023-12-07,2024-01-08,STR041,397406.94,193035.26,85074.86,675517.06,Plánováno,1.029,57
VZ008941,PRD0210,4688,2024-10-07,2024-11-03,STR011,337079.61,173718.47,97340.07,608138.15,Dokončeno,0.864,14
VZ008942,PRD0297,2734,2024-03-30,2024-04-16,STR001,195543.33,152311.05,52230.38,400084.76,Plánováno,0.867,20
VZ008943,PRD0289,4610,2023-04-16,2023-04-21,STR001,203826.17,151219.78,71160.84,426206.79,Dokončeno,0.933,151
VZ008944,PRD0193,1233,2025-02-08,2025-02-21,STR011,497435.75,320995.12,78349.46,896780.33,Dokončeno,0.866,16
VZ008945,PRD0111,449,2025-02-04,2025-03-04,STR011,179624.83,85396.6,30299.72,295321.15,Zrušeno,0.935,8
VZ008946,PRD0031,4773,2024-08-25,2024-09-04,STR021,29741.53,22923.79,10855.17,63520.49,V výrobě,0.904,133
VZ008947,PRD0146,791,2023-05-06,2023-06-05,STR041,80062.1,22299.37,23129.51,125490.98,Dokončeno,0.862,9
VZ008948,PRD0273,1676,2023-06-25,2023-07-29,STR021,468911.8,144002.84,143028.72,755943.36,Zrušeno,0.898,74
VZ008949,PRD0296,2927,2023-12-14,2023-12-22,STR011,17049.98,9895.7,4728.83,31674.51,V výrobě,0.881,46
VZ008950,PRD0169,4723,2023-04-03,2023-04-10,STR011,128421.68,43686.15,39694.76,211802.59,Pozastaveno,0.983,28
VZ008951,PRD0067,4952,2023-04-06,2023-05-19,STR041,76001.21,33235.07,5945.87,115182.15,Dokončeno,1.034,30
VZ008952,PRD0050,72,2025-06-02,2025-07-01,STR031,389178.27,258430.31,64206.93,711815.51,Zrušeno,1.02,0
VZ008953,PRD0207,1504,2023-09-16,2023-10-13,STR001,355547.38,272565.57,69679.59,697792.54,Dokončeno,0.97,53
VZ008954,PRD0142,1621,2023-02-18,2023-03-09,STR011,355783.66,132434.53,46105.91,534324.1,V výrobě,0.898,10
VZ008955,PRD0276,3339,2025-04-11,2025-05-21,STR041,150957.47,82064.22,36160.83,269182.52,Zrušeno,0.912,27
VZ008956,PRD0214,415,2024-12-07,2024-12-25,STR001,437840.16,305363.42,44106.61,787310.19,Zrušeno,0.963,6
VZ008957,PRD0273,458,2024-04-08,2024-05-04,STR041,491067.4,342409.24,111308.41,944785.05,Dokončeno,0.925,17
VZ008958,PRD0290,3440,2023-01-06,2023-01-08,STR021,470403.49,349750.6,142714.86,962868.95,V výrobě,0.928,51
VZ008959,PRD0258,1363,2025-02-22,2025-03-27,STR041,367062.74,124719.1,93969.2,585751.04,Dokončeno,0.889,39
VZ008960,PRD0050,378,2024-11-18,2024-11-27,STR041,499437.72,368301.57,204175.41,1071914.7,Dokončeno,0.969,15
VZ008961,PRD0018,1085,2023-11-07,2023-11-30,STR031,74307.81,36411.51,19825.63,130544.95,V výrobě,0.974,30
VZ008962,PRD0148,1912,2023-09-24,2023-10-09,STR001,49139.07,25117.7,13714.46,87971.23,V výrobě,1.014,0
VZ008963,PRD0107,1891,2023-06-06,2023-07-02,STR021,312887.95,69530.79,47642.66,430061.4,Zrušeno,0.905,63
VZ008964,PRD0106,538,2025-06-17,2025-08-01,STR021,6530.02,2057.95,1665.35,10253.32,Dokončeno,0.959,22
VZ008965,PRD0007,881,2025-01-14,2025-02-06,STR001,347662.27,164353.81,70438.97,582455.05,V výrobě,0.876,33
VZ008966,PRD0154,904,2023-07-07,2023-07-25,STR001,420048.02,136349.64,73443.67,629841.33,Plánováno,0.963,30
VZ008967,PRD0035,4693,2023-07-31,2023-08-01,STR011,285219.95,202782.62,108932.89,596935.46,Plánováno,0.94,161
VZ008968,PRD0006,4036,2024-08-04,2024-09-10,STR001,286039.59,179507.11,39419.47,504966.17,Dokončeno,1.016,101
VZ008969,PRD0152,2084,2024-10-03,2024-11-10,STR021,116851.07,92109.56,23912.21,232872.84,Pozastaveno,0.924,44
VZ008970,PRD0009,2076,2024-08-19,2024-09-04,STR031,157319.0,67500.33,35297.18,260116.51,Dokončeno,0.903,58
VZ008971,PRD0120,383,2025-01-08,2025-02-13,STR041,27707.92,21004.48,10223.39,58935.79,Zrušeno,0.94,2
VZ008972,PRD0261,2508,2024-03-05,2024-03-10,STR021,368256.57,131758.22,64886.46,564901.25,Dokončeno,0.931,39
VZ008973,PRD0292,4302,2023-04-07,2023-04-22,STR001,115223.94,44913.93,19364.99,179502.86,V výrobě,0.873,170
VZ008974,PRD0127,3413,2023-01-19,2023-03-02,STR001,420821.37,331004.86,118240.91,870067.14,V výrobě,1.004,108
VZ008975,PRD0169,536,2025-04-23,2025-05-18,STR021,237748.64,84096.53,68821.51,390666.68,Zrušeno,0.946,3
VZ008976,PRD0068,626,2025-02-28,2025-03-20,STR021,152999.61,83838.93,39280.53,276119.07,Dokončeno,0.903,0
VZ008977,PRD0070,1650,2025-05-07,2025-05-30,STR001,225876.97,70627.34,69295.13,365799.44,Dokončeno,0.927,68
VZ008978,PRD0102,1791,2025-02-09,2025-03-04,STR041,266310.51,150648.8,51408.6,468367.91,V výrobě,0.991,12
VZ008979,PRD0065,114,2024-12-19,2024-12-24,STR041,99939.14,59808.43,9515.37,169262.94,Pozastaveno,1.017,4
VZ008980,PRD0205,2956,2024-08-03,2024-08-11,STR041,63732.55,26649.71,8600.74,98983.0,Dokončeno,0.916,93
VZ008981,PRD0101,3263,2025-06-15,2025-07-03,STR001,140244.6,86384.3,15819.97,242448.87,V výrobě,0.884,108
VZ008982,PRD0252,1558,2025-03-28,2025-05-07,STR001,410694.71,127553.55,116436.68,654684.94,Dokončeno,0.898,49
VZ008983,PRD0073,101,2023-08-16,2023-08-27,STR001,214138.44,122517.27,22606.16,359261.87,Plánováno,1.024,4
VZ008984,PRD0133,3868,2024-08-18,2024-09-23,STR021,323701.59,202361.8,117081.36,643144.75,Pozastaveno,0.959,114
VZ008985,PRD0133,4594,2023-06-05,2023-07-11,STR021,131758.46,83308.85,21568.13,236635.44,V výrobě,1.024,154
VZ008986,PRD0017,2708,2023-05-05,2023-05-09,STR031,45712.48,10740.68,5029.6,61482.76,Pozastaveno,0.996,110
VZ008987,PRD0273,2425,2023-03-19,2023-04-27,STR001,252597.45,169620.5,42460.0,464677.95,Zrušeno,0.982,88
VZ008988,PRD0084,1033,2023-08-13,2023-08-31,STR011,168063.38,42165.63,48666.83,258895.84,Pozastaveno,0.856,9
VZ008989,PRD0078,3664,2023-01-16,2023-01-18,STR041,241000.65,91686.79,36188.03,368875.47,Pozastaveno,0.991,145
VZ008990,PRD0077,1554,2023-11-26,2024-01-06,STR031,106507.65,50098.64,8128.66,164734.95,V výrobě,0.918,23
VZ008991,PRD0065,3787,2024-10-25,2024-12-05,STR011,482676.9,151623.37,42147.19,676447.46,Dokončeno,1.036,133
VZ008992,PRD0209,595,2024-06-10,2024-07-14,STR021,12380.11,9802.16,3387.15,25569.42,Pozastaveno,0.881,3
VZ008993,PRD0243,2903,2023-03-26,2023-04-08,STR021,80338.45,18028.57,5034.73,103401.75,Plánováno,0.869,103
VZ008994,PRD0153,2190,2023-04-25,2023-05-12,STR031,440740.31,90364.73,72955.61,604060.65,V výrobě,0.97,73
VZ008995,PRD0156,4979,2023-03-17,2023-04-11,STR041,276669.57,166853.4,78824.81,522347.78,Pozastaveno,0.957,127
VZ008996,PRD0269,2189,2024-11-01,2024-11-16,STR011,485763.7,121581.15,67250.86,674595.71,Dokončeno,0.938,30
VZ008997,PRD0179,265,2024-08-04,2024-08-21,STR001,285632.92,115552.23,38546.68,439731.83,Zrušeno,0.856,5
VZ008998,PRD0296,1387,2025-05-07,2025-05-25,STR021,8259.9,3991.87,2388.21,14639.98,Dokončeno,0.961,44
VZ008999,PRD0093,1920,2024-07-14,2024-08-12,STR011,340819.34,256684.26,131877.06,729380.66,V výrobě,0.897,79
VZ009000,PRD0099,4075,2024-04-25,2024-04-29,STR041,425658.52,99217.27,93522.13,618397.92,Dokončeno,1.023,102
VZ009001,PRD0103,4166,2023-04-25,2023-04-27,STR021,310442.37,133462.72,65918.38,509823.47,Plánováno,0.923,146
VZ009002,PRD0239,4536,2024-06-02,2024-06-09,STR031,93232.8,67085.28,11884.86,172202.94,Dokončeno,0.909,8
VZ009003,PRD0222,770,2024-08-06,2024-08-14,STR011,36712.38,24365.05,5713.22,66790.65,Dokončeno,1.001,34
VZ009004,PRD0221,3422,2025-04-10,2025-04-14,STR031,292422.09,123363.24,57612.65,473397.98,Zrušeno,0.937,91
VZ009005,PRD0151,3900,2024-11-05,2024-12-14,STR001,246254.03,78994.39,20148.69,345397.11,V výrobě,0.897,66
VZ009006,PRD0221,2244,2024-10-08,2024-11-01,STR021,354784.16,104954.58,81887.76,541626.5,Dokončeno,0.853,30
VZ009007,PRD0014,2073,2024-12-14,2024-12-30,STR031,149070.47,103300.5,60974.38,313345.35,Dokončeno,0.953,54
VZ009008,PRD0018,2721,2025-02-10,2025-03-02,STR021,136957.46,104148.0,47953.12,289058.58,Zrušeno,1.014,6
VZ009009,PRD0204,868,2025-04-07,2025-04-24,STR041,62938.28,38616.09,20580.51,122134.88,Dokončeno,0.977,22
VZ009010,PRD0238,4194,2024-02-08,2024-03-13,STR041,493719.53,360769.25,210235.85,1064724.63,Pozastaveno,0.913,195
VZ009011,PRD0029,3098,2024-08-14,2024-08-28,STR001,180442.8,123207.19,25008.62,328658.61,Dokončeno,0.854,151
VZ009012,PRD0222,2629,2024-06-04,2024-06-09,STR001,464428.93,152940.61,40625.73,657995.27,Plánováno,0.973,97
VZ009013,PRD0290,3897,2023-05-18,2023-05-28,STR001,216252.39,90169.51,23374.99,329796.89,Pozastaveno,0.875,139
VZ009014,PRD0097,1203,2024-07-07,2024-07-29,STR001,401557.46,185845.9,37713.68,625117.04,Dokončeno,0.901,22
VZ009015,PRD0064,2708,2024-02-17,2024-04-01,STR041,196435.04,141142.76,32063.78,369641.58,Zrušeno,0.999,30
VZ009016,PRD0034,1822,2024-11-06,2024-11-10,STR031,408897.4,140281.34,76964.42,626143.16,Dokončeno,0.919,38
VZ009017,PRD0245,3595,2024-08-20,2024-09-26,STR031,293148.32,187549.91,55246.84,535945.07,Zrušeno,1.037,57
VZ009018,PRD0084,1070,2023-01-09,2023-01-15,STR041,425558.23,135014.47,123191.56,683764.26,V výrobě,0.928,30
VZ009019,PRD0030,2674,2024-03-22,2024-04-16,STR031,428903.4,246102.36,147603.09,822608.85,V výrobě,0.853,51
VZ009020,PRD0211,1567,2024-08-09,2024-09-11,STR021,134146.42,33600.86,39294.02,207041.3,Plánováno,1.045,55
VZ009021,PRD0100,2315,2023-04-28,2023-05-31,STR001,35486.24,20398.72,11804.7,67689.66,Pozastaveno,0.932,17
VZ009022,PRD0045,3833,2023-07-03,2023-07-18,STR011,142206.67,41146.75,18770.14,202123.56,V výrobě,1.044,73
VZ009023,PRD0098,2535,2024-03-31,2024-04-30,STR041,125471.25,30079.01,31873.44,187423.7,Zrušeno,0.947,85
VZ009024,PRD0238,2317,2023-11-19,2023-12-19,STR021,362871.83,261855.45,45379.86,670107.14,Dokončeno,0.864,101
VZ009025,PRD0130,3696,2024-11-04,2024-11-15,STR011,244491.18,53492.89,71724.84,369708.91,V výrobě,0.878,59
VZ009026,PRD0194,2850,2025-05-16,2025-06-03,STR021,468643.64,287983.34,174004.31,930631.29,Plánováno,1.015,118
VZ009027,PRD0181,1390,2024-12-29,2025-01-07,STR011,328741.58,66112.81,88834.81,483689.2,Dokončeno,1.037,1
VZ009028,PRD0018,4468,2024-05-04,2024-05-10,STR001,86860.78,51856.39,23352.31,162069.48,Plánováno,0.904,152
VZ009029,PRD0273,4371,2023-01-30,2023-01-31,STR001,378940.26,81325.62,102769.95,563035.83,V výrobě,0.96,97
VZ009030,PRD0232,3626,2025-05-29,2025-07-13,STR011,468206.18,266218.65,43729.43,778154.26,V výrobě,1.001,70
VZ009031,PRD0260,1058,2024-11-06,2024-12-17,STR031,64663.54,37882.16,8865.3,111411.0,V výrobě,0.953,31
VZ009032,PRD0292,1805,2024-06-02,2024-07-13,STR021,488486.68,351508.4,159084.87,999079.95,Pozastaveno,0.9,58
VZ009033,PRD0056,4108,2024-07-07,2024-07-31,STR011,341363.01,156299.04,67090.64,564752.69,V výrobě,0.947,165
VZ009034,PRD0006,2538,2023-04-16,2023-04-28,STR031,229220.0,129195.59,63114.07,421529.66,V výrobě,1.046,7
VZ009035,PRD0031,47,2023-09-12,2023-09-29,STR001,431632.73,222389.46,123660.79,777682.98,V výrobě,1.04,1
VZ009036,PRD0297,4555,2024-06-27,2024-07-02,STR041,204687.06,66949.16,30588.9,302225.12,V výrobě,1.003,66
VZ009037,PRD0018,4422,2023-12-31,2024-01-15,STR011,147209.74,29657.13,25303.86,202170.73,V výrobě,0.916,75
VZ009038,PRD0154,1207,2024-07-19,2024-08-09,STR021,252533.75,135135.89,83640.97,471310.61,V výrobě,0.902,21
VZ009039,PRD0142,4398,2023-11-24,2023-12-26,STR011,471092.04,97758.98,30262.83,599113.85,Dokončeno,0.986,117
VZ009040,PRD0014,255,2025-02-08,2025-03-19,STR021,375146.1,157186.99,98587.84,630920.93,V výrobě,1.022,6
VZ009041,PRD0063,1453,2023-12-29,2024-01-13,STR021,89541.05,68759.1,38897.53,197197.68,Zrušeno,1.026,7
VZ009042,PRD0026,1309,2023-11-21,2023-12-06,STR021,101874.81,34868.93,17590.41,154334.15,Plánováno,0.856,20
VZ009043,PRD0087,2853,2024-08-25,2024-09-12,STR011,157043.54,113582.2,48742.8,319368.54,V výrobě,0.931,44
VZ009044,PRD0122,4003,2024-04-21,2024-05-01,STR001,142086.76,74096.82,33470.83,249654.41,Dokončeno,0.855,169
VZ009045,PRD0022,4038,2024-12-25,2025-01-01,STR001,308263.19,170809.33,27595.19,506667.71,V výrobě,0.927,48
VZ009046,PRD0209,212,2023-07-12,2023-08-02,STR001,467642.75,348291.26,44176.38,860110.39,V výrobě,0.915,8
VZ009047,PRD0111,1331,2024-07-22,2024-07-29,STR021,304244.0,185362.4,63189.07,552795.47,Plánováno,0.89,26
VZ009048,PRD0238,1655,2025-05-17,2025-06-02,STR001,265666.89,89842.68,34385.45,389895.02,Dokončeno,0.89,36
VZ009049,PRD0062,53,2025-02-11,2025-02-28,STR021,122315.69,87756.47,23207.29,233279.45,Plánováno,1.036,2
VZ009050,PRD0024,1455,2025-02-01,2025-02-15,STR011,207779.83,76152.23,39312.93,323244.99,V výrobě,1.034,49
VZ009051,PRD0142,4720,2025-06-17,2025-07-11,STR031,475822.41,159708.34,67239.8,702770.55,V výrobě,0.883,218
VZ009052,PRD0112,2304,2024-09-21,2024-09-22,STR041,158271.07,64384.16,27542.37,250197.6,V výrobě,1.045,94
VZ009053,PRD0164,2394,2024-01-11,2024-01-25,STR031,38772.43,23115.94,3447.53,65335.9,Dokončeno,0.947,22
VZ009054,PRD0218,4570,2025-03-03,2025-03-15,STR041,386257.04,304637.3,158733.65,849627.99,Pozastaveno,0.953,224
VZ009055,PRD0047,3150,2024-08-31,2024-10-02,STR031,275715.62,179383.66,87876.32,542975.6,Plánováno,1.027,149
VZ009056,PRD0086,1501,2024-08-21,2024-09-13,STR001,341307.38,268294.26,53139.27,662740.91,V výrobě,0.925,44
VZ009057,PRD0239,3993,2024-07-27,2024-08-28,STR021,214737.22,151711.19,86469.6,452918.01,Dokončeno,1.02,44
VZ009058,PRD0191,4135,2023-10-10,2023-11-06,STR021,465852.59,107676.59,133006.31,706535.49,Zrušeno,0.879,31
VZ009059,PRD0126,4032,2025-03-25,2025-03-29,STR031,283332.79,65826.1,46513.12,395672.01,Dokončeno,1.006,3
VZ009060,PRD0024,324,2023-04-08,2023-05-10,STR011,427345.14,276500.34,151703.54,855549.02,Dokončeno,0.998,2
VZ009061,PRD0070,2590,2025-06-17,2025-07-21,STR021,18304.28,4257.09,3086.1,25647.47,Dokončeno,0.97,111
VZ009062,PRD0274,3537,2025-01-29,2025-02-07,STR001,400051.43,208660.77,114993.89,723706.09,Dokončeno,0.993,123
VZ009063,PRD0127,431,2024-06-20,2024-07-21,STR011,102031.58,56166.78,17940.61,176138.97,V výrobě,1.03,13
VZ009064,PRD0019,1271,2023-03-10,2023-03-25,STR031,439571.73,114604.59,49203.83,603380.15,Dokončeno,1.039,47
VZ009065,PRD0264,534,2025-06-19,2025-07-06,STR011,108824.2,33518.28,14121.14,156463.62,Plánováno,0.988,3
VZ009066,PRD0267,885,2024-01-29,2024-03-04,STR001,415523.01,291942.08,99727.7,807192.79,Plánováno,0.99,17
VZ009067,PRD0286,1809,2024-02-29,2024-03-06,STR041,117093.96,44893.37,11986.77,173974.1,V výrobě,1.005,35
VZ009068,PRD0035,2310,2023-03-09,2023-04-07,STR031,430485.31,216407.73,144230.5,791123.54,Plánováno,1.002,19
VZ009069,PRD0230,2577,2023-01-23,2023-03-07,STR011,243948.22,190435.91,53121.93,487506.06,Pozastaveno,0.945,105
VZ009070,PRD0211,3054,2023-02-10,2023-03-06,STR021,308706.57,111541.39,98127.17,518375.13,V výrobě,0.89,9
VZ009071,PRD0208,4586,2024-11-10,2024-12-11,STR021,218685.48,133895.64,44935.07,397516.19,V výrobě,0.993,79
VZ009072,PRD0148,2824,2024-07-04,2024-08-14,STR011,470942.21,339363.41,123283.01,933588.63,V výrobě,1.015,44
